gene_id		ControlSample	KnockOutSample
AT1G01010	1.198558083	2.036161827
AT1G01020	13.75736234	13.370796
AT1G01030	0.833779536	0.203616183
AT1G01040	9.58846466	7.126566394
AT1G01046	0	0
AT1G01050	23.81482799	21.10821094
AT1G01060	0.625334652	1.221697096
AT1G01070	1.719670292	0.950208853
AT1G01080	28.34850421	25.24840665
AT1G01090	58.26034505	42.96301455
AT1G01100	1066.508249	1308.030358
AT1G01110	2.709783491	1.425313279
AT1G01120	51.32955266	44.32045576
AT1G01130	1.094335641	0.814464731
AT1G01140	18.1347049	15.20334164
AT1G01150	0.104222442	0
AT1G01160	21.93882403	20.09013002
AT1G01170	43.35653585	36.58304082
AT1G01180	2.13656006	5.022532506
AT1G01183	0	0
AT1G01190	4.064675236	3.732963349
AT1G01200	0.729557094	0.135744122
AT1G01210	4.950565993	6.787206089
AT1G01220	5.523789424	4.818916323
AT1G01225	1.459114187	0.950208853
AT1G01230	21.73037915	20.15800209
AT1G01240	37.36374544	25.99499932
AT1G01250	12.24613693	4.072323654
AT1G01260	3.126673259	4.411683958
AT1G01270	0	0
AT1G01280	0	0
AT1G01290	7.504015821	6.04061342
AT1G01300	42.88753487	43.50599103
AT1G01305	0	0
AT1G01310	0	0.135744122
AT1G01320	154.7182151	114.771655
AT1G01335	0	0
AT1G01340	2.761894712	2.104033888
AT1G01350	8.702573903	9.026984099
AT1G01355	0.104222442	0
AT1G01360	7.191348495	6.379973724
AT1G01370	5.054788435	4.411683958
AT1G01380	2.032337618	2.511266253
AT1G01390	0.833779536	0.475104426
AT1G01400	0	0
AT1G01410	0	0
AT1G01420	2.970339596	2.30765007
AT1G01430	28.50483788	16.69652698
AT1G01440	5.367455761	5.361892811
AT1G01448	1.04222442	0.407232365
AT1G01450	0	0
AT1G01453	0	0
AT1G01460	0	0
AT1G01470	245.8086294	129.7713804
AT1G01480	3.69989669	1.357441218
AT1G01490	35.64407515	28.84562588
AT1G01500	32.46529067	24.50181398
AT1G01510	38.92708207	33.3251819
AT1G01520	0.052111221	0.475104426
AT1G01530	0	0
AT1G01540	12.03769205	10.72378562
AT1G01550	95.15508951	91.15217778
AT1G01560	5.523789424	7.194438455
AT1G01570	0.469000989	0.814464731
AT1G01580	0.677445873	0.203616183
AT1G01590	0.208444884	0.067872061
AT1G01600	1.61544785	1.900417705
AT1G01610	21.88671281	16.56078286
AT1G01620	228.6119264	204.3627754
AT1G01630	12.71513792	9.977192951
AT1G01640	0.469000989	0.950208853
AT1G01650	11.46446862	7.330182577
AT1G01660	1.04222442	0.203616183
AT1G01670	2.084448839	3.122114801
AT1G01680	11.09969007	8.551879673
AT1G01690	1.459114187	1.289569157
AT1G01695	0.052111221	0.203616183
AT1G01700	0.312667326	0.542976487
AT1G01710	6.40968018	5.836997237
AT1G01715	0.573223431	0.610848548
AT1G01720	18.65581711	11.8097386
AT1G01725	1.771781513	2.511266253
AT1G01730	10.4222442	10.72378562
AT1G01740	0.260556105	0.067872061
AT1G01750	0.052111221	0
AT1G01760	0.104222442	0.067872061
AT1G01770	3.022450817	1.018080913
AT1G01780	6.201235296	4.954660445
AT1G01790	32.98640288	28.98137
AT1G01800	86.71307171	84.22922757
AT1G01810	0.312667326	0.610848548
AT1G01820	39.91719527	33.25730984
AT1G01830	4.064675236	4.615300141
AT1G01840	1.04222442	1.221697096
AT1G01860	4.742121109	4.751044263
AT1G01870	0.052111221	0
AT1G01880	0.729557094	0.814464731
AT1G01890	0	0
AT1G01900	2.084448839	0.950208853
AT1G01910	58.67723482	58.23422825
AT1G01920	3.335118143	3.325730984
AT1G01930	3.283006922	4.479556019
AT1G01940	4.637898667	4.140195715
AT1G01950	3.387229364	3.597219227
AT1G01960	32.30895701	20.15800209
AT1G01970	21.99093525	28.98137
AT1G01980	0	0.067872061
AT1G01990	13.60102868	9.298472342
AT1G02000	3.491451806	2.714882436
AT1G02010	3.126673259	1.832545644
AT1G02020	12.71513792	10.18080913
AT1G02030	0.052111221	0
AT1G02040	0	0
AT1G02050	1.459114187	1.289569157
AT1G02060	0.104222442	0.407232365
AT1G02065	1.667559071	0.678720609
AT1G02067	0	0
AT1G02070	0.156333663	0.271488244
AT1G02080	29.39072863	19.47928148
AT1G02090	15.11225408	13.43866806
AT1G02100	29.59917352	23.48373307
AT1G02110	3.856230352	2.104033888
AT1G02120	33.40329265	25.99499932
AT1G02130	44.55509394	42.08067775
AT1G02140	72.90359815	68.41503738
AT1G02145	14.38269699	9.773576769
AT1G02150	38.04119131	30.33881122
AT1G02160	35.43563027	36.24368052
AT1G02170	15.37281019	12.08122684
AT1G02180	3.283006922	1.628929461
AT1G02190	0.052111221	0.203616183
AT1G02205	40.80308603	12.69207539
AT1G02210	0	0
AT1G02220	2.501338607	1.357441218
AT1G02230	0.885890757	3.325730984
AT1G02250	0	0.135744122
AT1G02260	3.022450817	2.918498618
AT1G02270	14.33058577	12.21697096
AT1G02280	41.32419824	34.54687899
AT1G02290	3.908341573	2.511266253
AT1G02300	11.41235739	9.569960586
AT1G02305	41.01153091	25.11266253
AT1G02310	0.312667326	0.067872061
AT1G02320	0	0
AT1G02330	5.263233319	4.818916323
AT1G02335	3.491451806	4.479556019
AT1G02340	0.156333663	0
AT1G02350	0.416889768	0.203616183
AT1G02360	2.866117154	5.090404567
AT1G02370	3.543563027	2.714882436
AT1G02380	0.885890757	1.153825035
AT1G02390	6.097012855	3.665091288
AT1G02400	0.469000989	0.407232365
AT1G02405	1.354891745	0.339360304
AT1G02410	3.126673259	3.05424274
AT1G02420	0	0
AT1G02430	0	0
AT1G02440	0.208444884	0.610848548
AT1G02450	18.60370589	19.07204911
AT1G02460	4.950565993	2.986370679
AT1G02470	1.198558083	0.74659267
AT1G02475	21.20926694	13.91377248
AT1G02480	0	0.135744122
AT1G02490	0.208444884	0.271488244
AT1G02500	251.9577534	216.6476184
AT1G02510	0	0
AT1G02520	0.208444884	0.271488244
AT1G02530	0.156333663	0
AT1G02540	0	0
AT1G02550	0.052111221	0
AT1G02560	92.91430701	69.16163005
